parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,1000.0,Bi-weight 6666.7 width,20000,200,1.5248,1.5372
alpha,0,0,1620.68965517,Bi-weight 6666.7 width,20000,200,1.5401,1.488
alpha,0,0,2241.37931034,Bi-weight 6666.7 width,20000,200,1.5555,1.4659
alpha,0,0,2862.06896552,Bi-weight 6666.7 width,20000,200,1.5708,1.4674
alpha,0,0,3482.75862069,Bi-weight 6666.7 width,20000,200,1.5862,1.4934
alpha,0,0,4103.44827586,Bi-weight 6666.7 width,20000,200,1.6016,1.5388
alpha,0,0,4724.13793103,Bi-weight 6666.7 width,20000,200,1.6169,1.5773
alpha,0,0,5344.82758621,Bi-weight 6666.7 width,20000,200,1.6323,1.5936
alpha,0,0,5965.51724138,Bi-weight 6666.7 width,20000,200,1.6477,1.5928
alpha,0,0,6586.20689655,Bi-weight 6666.7 width,20000,200,1.663,1.5899
alpha,0,0,7206.89655172,Bi-weight 6666.7 width,20000,200,1.6784,1.5865
alpha,0,0,7827.5862069,Bi-weight 6666.7 width,20000,200,1.6938,1.5839
alpha,0,0,8448.27586207,Bi-weight 6666.7 width,20000,200,1.7091,1.5987
alpha,0,0,9068.96551724,Bi-weight 6666.7 width,20000,200,1.7245,1.6382
alpha,0,0,9689.65517241,Bi-weight 6666.7 width,20000,200,1.7398,1.7031
alpha,0,0,10310.34482759,Bi-weight 6666.7 width,20000,200,1.7552,1.7802
alpha,0,0,10931.03448276,Bi-weight 6666.7 width,20000,200,1.7706,1.8516
alpha,0,0,11551.72413793,Bi-weight 6666.7 width,20000,200,1.7859,1.9053
alpha,0,0,12172.4137931,Bi-weight 6666.7 width,20000,200,1.8013,1.931
alpha,0,0,12793.10344828,Bi-weight 6666.7 width,20000,200,1.8167,1.9196
alpha,0,0,13413.79310345,Bi-weight 6666.7 width,20000,200,1.832,1.8646
alpha,0,0,14034.48275862,Bi-weight 6666.7 width,20000,200,1.8474,1.7664
alpha,0,0,14655.17241379,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,15275.86206897,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,15896.55172414,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,16517.24137931,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,17137.93103448,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,17758.62068966,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,18379.31034483,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,19000.0,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,1,0,1000.0,Bi-weight 6666.7 width,20000,200,0.5347,0.601
alpha,1,0,1620.68965517,Bi-weight 6666.7 width,20000,200,0.5562,0.5841
alpha,1,0,2241.37931034,Bi-weight 6666.7 width,20000,200,0.5777,0.557
alpha,1,0,2862.06896552,Bi-weight 6666.7 width,20000,200,0.5992,0.5306
alpha,1,0,3482.75862069,Bi-weight 6666.7 width,20000,200,0.6207,0.5221
alpha,1,0,4103.44827586,Bi-weight 6666.7 width,20000,200,0.6422,0.5372
alpha,1,0,4724.13793103,Bi-weight 6666.7 width,20000,200,0.6637,0.5768
alpha,1,0,5344.82758621,Bi-weight 6666.7 width,20000,200,0.6852,0.6364
alpha,1,0,5965.51724138,Bi-weight 6666.7 width,20000,200,0.7067,0.7069
alpha,1,0,6586.20689655,Bi-weight 6666.7 width,20000,200,0.7282,0.7775
alpha,1,0,7206.89655172,Bi-weight 6666.7 width,20000,200,0.7497,0.8368
alpha,1,0,7827.5862069,Bi-weight 6666.7 width,20000,200,0.7713,0.8602
alpha,1,0,8448.27586207,Bi-weight 6666.7 width,20000,200,0.7928,0.843
alpha,1,0,9068.96551724,Bi-weight 6666.7 width,20000,200,0.8143,0.8153
alpha,1,0,9689.65517241,Bi-weight 6666.7 width,20000,200,0.8358,0.7974
alpha,1,0,10310.34482759,Bi-weight 6666.7 width,20000,200,0.8573,0.7898
alpha,1,0,10931.03448276,Bi-weight 6666.7 width,20000,200,0.8788,0.7956
alpha,1,0,11551.72413793,Bi-weight 6666.7 width,20000,200,0.9003,0.8039
alpha,1,0,12172.4137931,Bi-weight 6666.7 width,20000,200,0.9218,0.8016
alpha,1,0,12793.10344828,Bi-weight 6666.7 width,20000,200,0.9433,0.7813
alpha,1,0,13413.79310345,Bi-weight 6666.7 width,20000,200,0.9648,0.7337
alpha,1,0,14034.48275862,Bi-weight 6666.7 width,20000,200,0.9863,0.6524
alpha,1,0,14655.17241379,Bi-weight 6666.7 width,20000,200,0.3846,
alpha,1,0,15275.86206897,Bi-weight 6666.7 width,20000,200,0.3846,
alpha,1,0,15896.55172414,Bi-weight 6666.7 width,20000,200,0.3846,
alpha,1,0,16517.24137931,Bi-weight 6666.7 width,20000,200,0.3846,
alpha,1,0,17137.93103448,Bi-weight 6666.7 width,20000,200,0.3846,
alpha,1,0,17758.62068966,Bi-weight 6666.7 width,20000,200,0.3846,
