parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,1000.0,Bi-weight 6666.7 width,20000,200,1.5248,
alpha,0,0,1620.68965517,Bi-weight 6666.7 width,20000,200,1.5401,
alpha,0,0,2241.37931034,Bi-weight 6666.7 width,20000,200,1.5555,
alpha,0,0,2862.06896552,Bi-weight 6666.7 width,20000,200,1.5708,
alpha,0,0,3482.75862069,Bi-weight 6666.7 width,20000,200,1.5862,
alpha,0,0,4103.44827586,Bi-weight 6666.7 width,20000,200,1.6016,1.4482
alpha,0,0,4724.13793103,Bi-weight 6666.7 width,20000,200,1.6169,1.4776
alpha,0,0,5344.82758621,Bi-weight 6666.7 width,20000,200,1.6323,1.509
alpha,0,0,5965.51724138,Bi-weight 6666.7 width,20000,200,1.6477,1.5337
alpha,0,0,6586.20689655,Bi-weight 6666.7 width,20000,200,1.663,1.5646
alpha,0,0,7206.89655172,Bi-weight 6666.7 width,20000,200,1.6784,1.6115
alpha,0,0,7827.5862069,Bi-weight 6666.7 width,20000,200,1.6938,1.6579
alpha,0,0,8448.27586207,Bi-weight 6666.7 width,20000,200,1.7091,1.6958
alpha,0,0,9068.96551724,Bi-weight 6666.7 width,20000,200,1.7245,1.7329
alpha,0,0,9689.65517241,Bi-weight 6666.7 width,20000,200,1.7398,1.7734
alpha,0,0,10310.34482759,Bi-weight 6666.7 width,20000,200,1.7552,1.8173
alpha,0,0,10931.03448276,Bi-weight 6666.7 width,20000,200,1.7706,1.855
alpha,0,0,11551.72413793,Bi-weight 6666.7 width,20000,200,1.7859,1.8763
alpha,0,0,12172.4137931,Bi-weight 6666.7 width,20000,200,1.8013,1.8727
alpha,0,0,12793.10344828,Bi-weight 6666.7 width,20000,200,1.8167,1.8535
alpha,0,0,13413.79310345,Bi-weight 6666.7 width,20000,200,1.832,1.8099
alpha,0,0,14034.48275862,Bi-weight 6666.7 width,20000,200,1.8474,1.7189
alpha,0,0,14655.17241379,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,15275.86206897,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,15896.55172414,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,16517.24137931,Bi-weight 6666.7 width,20000,200,1.1538,1.0332
alpha,0,0,17137.93103448,Bi-weight 6666.7 width,20000,200,1.1538,0.9912
alpha,0,0,17758.62068966,Bi-weight 6666.7 width,20000,200,1.1538,0.9991
alpha,0,0,18379.31034483,Bi-weight 6666.7 width,20000,200,1.1538,1.0227
alpha,0,0,19000.0,Bi-weight 6666.7 width,20000,200,1.1538,1.0584
alpha,1,0,1000.0,Bi-weight 6666.7 width,20000,200,0.5347,
alpha,1,0,1620.68965517,Bi-weight 6666.7 width,20000,200,0.5562,
alpha,1,0,2241.37931034,Bi-weight 6666.7 width,20000,200,0.5777,
alpha,1,0,2862.06896552,Bi-weight 6666.7 width,20000,200,0.5992,
alpha,1,0,3482.75862069,Bi-weight 6666.7 width,20000,200,0.6207,
alpha,1,0,4103.44827586,Bi-weight 6666.7 width,20000,200,0.6422,0.6238
alpha,1,0,4724.13793103,Bi-weight 6666.7 width,20000,200,0.6637,0.6869
alpha,1,0,5344.82758621,Bi-weight 6666.7 width,20000,200,0.6852,0.7543
alpha,1,0,5965.51724138,Bi-weight 6666.7 width,20000,200,0.7067,0.8064
alpha,1,0,6586.20689655,Bi-weight 6666.7 width,20000,200,0.7282,0.8459
alpha,1,0,7206.89655172,Bi-weight 6666.7 width,20000,200,0.7497,0.8656
