parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,750.0,Bi-weight 6000.0 width,15000.0,200,0.8907,0.6889
alpha,0,0,1460.52631579,Bi-weight 6000.0 width,15000.0,200,0.6155,
alpha,0,0,2171.05263158,Bi-weight 6000.0 width,15000.0,200,0.48,
alpha,0,0,2881.57894737,Bi-weight 6000.0 width,15000.0,200,0.6152,0.7269
alpha,0,0,3592.10526316,Bi-weight 6000.0 width,15000.0,200,0.8904,0.7789
alpha,0,0,4302.63157895,Bi-weight 6000.0 width,15000.0,200,1.0395,0.7824
alpha,0,0,5013.15789474,Bi-weight 6000.0 width,15000.0,200,0.9183,0.7215
alpha,0,0,5723.68421053,Bi-weight 6000.0 width,15000.0,200,0.644,0.6347
alpha,0,0,6434.21052632,Bi-weight 6000.0 width,15000.0,200,0.4819,0.6245
alpha,0,0,7144.73684211,Bi-weight 6000.0 width,15000.0,200,0.5886,
alpha,0,0,7855.26315789,Bi-weight 6000.0 width,15000.0,200,0.8611,0.7976
alpha,0,0,8565.78947368,Bi-weight 6000.0 width,15000.0,200,1.0358,0.8474
alpha,0,0,9276.31578947,Bi-weight 6000.0 width,15000.0,200,0.9439,0.8392
alpha,0,0,9986.84210526,Bi-weight 6000.0 width,15000.0,200,0.6741,0.8191
alpha,0,0,10697.36842105,Bi-weight 6000.0 width,15000.0,200,0.4874,
alpha,0,0,11407.89473684,Bi-weight 6000.0 width,15000.0,200,0.5643,
alpha,0,0,12118.42105263,Bi-weight 6000.0 width,15000.0,200,0.8304,1.0294
alpha,0,0,12828.94736842,Bi-weight 6000.0 width,15000.0,200,1.0284,1.074
alpha,0,0,13539.47368421,Bi-weight 6000.0 width,15000.0,200,0.9669,1.0609
alpha,0,0,14250.0,Bi-weight 6000.0 width,15000.0,200,0.7054,1.0111
beta,0,0,750.0,Bi-weight 6000.0 width,15000.0,200,4.0,3.1663
beta,0,0,1460.52631579,Bi-weight 6000.0 width,15000.0,200,4.0,
beta,0,0,2171.05263158,Bi-weight 6000.0 width,15000.0,200,4.0,
beta,0,0,2881.57894737,Bi-weight 6000.0 width,15000.0,200,4.0,4.3128
beta,0,0,3592.10526316,Bi-weight 6000.0 width,15000.0,200,4.0,4.5458
beta,0,0,4302.63157895,Bi-weight 6000.0 width,15000.0,200,4.0,4.5081
beta,0,0,5013.15789474,Bi-weight 6000.0 width,15000.0,200,4.0,4.1611
beta,0,0,5723.68421053,Bi-weight 6000.0 width,15000.0,200,4.0,3.5518
beta,0,0,6434.21052632,Bi-weight 6000.0 width,15000.0,200,4.0,3.1428
beta,0,0,7144.73684211,Bi-weight 6000.0 width,15000.0,200,4.0,
beta,0,0,7855.26315789,Bi-weight 6000.0 width,15000.0,200,4.0,3.2892
beta,0,0,8565.78947368,Bi-weight 6000.0 width,15000.0,200,4.0,3.4554
beta,0,0,9276.31578947,Bi-weight 6000.0 width,15000.0,200,4.0,3.5874
beta,0,0,9986.84210526,Bi-weight 6000.0 width,15000.0,200,4.0,3.8685
beta,0,0,10697.36842105,Bi-weight 6000.0 width,15000.0,200,4.0,
beta,0,0,11407.89473684,Bi-weight 6000.0 width,15000.0,200,4.0,
beta,0,0,12118.42105263,Bi-weight 6000.0 width,15000.0,200,4.0,5.3142
beta,0,0,12828.94736842,Bi-weight 6000.0 width,15000.0,200,4.0,5.4965
beta,0,0,13539.47368421,Bi-weight 6000.0 width,15000.0,200,4.0,5.5021
beta,0,0,14250.0,Bi-weight 6000.0 width,15000.0,200,4.0,5.4446
nu,0,0,750.0,Bi-weight 6000.0 width,15000.0,200,0.4978,0.4572
nu,0,0,1460.52631579,Bi-weight 6000.0 width,15000.0,200,0.4323,
nu,0,0,2171.05263158,Bi-weight 6000.0 width,15000.0,200,0.4,
nu,0,0,2881.57894737,Bi-weight 6000.0 width,15000.0,200,0.4322,0.473
nu,0,0,3592.10526316,Bi-weight 6000.0 width,15000.0,200,0.4977,0.4898
nu,0,0,4302.63157895,Bi-weight 6000.0 width,15000.0,200,0.5332,0.4976
nu,0,0,5013.15789474,Bi-weight 6000.0 width,15000.0,200,0.5044,0.4868
nu,0,0,5723.68421053,Bi-weight 6000.0 width,15000.0,200,0.4391,0.465
nu,0,0,6434.21052632,Bi-weight 6000.0 width,15000.0,200,0.4004,0.4465
nu,0,0,7144.73684211,Bi-weight 6000.0 width,15000.0,200,0.4259,
nu,0,0,7855.26315789,Bi-weight 6000.0 width,15000.0,200,0.4907,0.4498
nu,0,0,8565.78947368,Bi-weight 6000.0 width,15000.0,200,0.5323,0.4567
nu,0,0,9276.31578947,Bi-weight 6000.0 width,15000.0,200,0.5104,0.454
nu,0,0,9986.84210526,Bi-weight 6000.0 width,15000.0,200,0.4462,0.4488
nu,0,0,10697.36842105,Bi-weight 6000.0 width,15000.0,200,0.4018,
nu,0,0,11407.89473684,Bi-weight 6000.0 width,15000.0,200,0.4201,
nu,0,0,12118.42105263,Bi-weight 6000.0 width,15000.0,200,0.4834,0.4887
nu,0,0,12828.94736842,Bi-weight 6000.0 width,15000.0,200,0.5306,0.4973
nu,0,0,13539.47368421,Bi-weight 6000.0 width,15000.0,200,0.5159,0.4932
nu,0,0,14250.0,Bi-weight 6000.0 width,15000.0,200,0.4537,0.4767
