parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,750.0,Bi-weight 6000.0 width,15000.0,200,0.8907,0.6886
alpha,0,0,1460.52631579,Bi-weight 6000.0 width,15000.0,200,0.6155,0.669
alpha,0,0,2171.05263158,Bi-weight 6000.0 width,15000.0,200,0.48,
alpha,0,0,2881.57894737,Bi-weight 6000.0 width,15000.0,200,0.6152,0.7932
alpha,0,0,3592.10526316,Bi-weight 6000.0 width,15000.0,200,0.8904,0.874
alpha,0,0,4302.63157895,Bi-weight 6000.0 width,15000.0,200,1.0395,0.8962
alpha,0,0,5013.15789474,Bi-weight 6000.0 width,15000.0,200,0.9183,0.8394
alpha,0,0,5723.68421053,Bi-weight 6000.0 width,15000.0,200,0.644,0.7485
alpha,0,0,6434.21052632,Bi-weight 6000.0 width,15000.0,200,0.4819,0.7149
alpha,0,0,7144.73684211,Bi-weight 6000.0 width,15000.0,200,0.5886,0.7581
alpha,0,0,7855.26315789,Bi-weight 6000.0 width,15000.0,200,0.8611,0.8157
alpha,0,0,8565.78947368,Bi-weight 6000.0 width,15000.0,200,1.0358,0.8348
alpha,0,0,9276.31578947,Bi-weight 6000.0 width,15000.0,200,0.9439,0.7992
alpha,0,0,9986.84210526,Bi-weight 6000.0 width,15000.0,200,0.6741,0.7287
alpha,0,0,10697.36842105,Bi-weight 6000.0 width,15000.0,200,0.4874,
alpha,0,0,11407.89473684,Bi-weight 6000.0 width,15000.0,200,0.5643,0.7711
alpha,0,0,12118.42105263,Bi-weight 6000.0 width,15000.0,200,0.8304,0.8804
alpha,0,0,12828.94736842,Bi-weight 6000.0 width,15000.0,200,1.0284,0.9479
alpha,0,0,13539.47368421,Bi-weight 6000.0 width,15000.0,200,0.9669,0.9662
alpha,0,0,14250.0,Bi-weight 6000.0 width,15000.0,200,0.7054,
beta,0,0,750.0,Bi-weight 6000.0 width,15000.0,200,4.0,3.9612
beta,0,0,1460.52631579,Bi-weight 6000.0 width,15000.0,200,4.0,3.8881
beta,0,0,2171.05263158,Bi-weight 6000.0 width,15000.0,200,4.0,
beta,0,0,2881.57894737,Bi-weight 6000.0 width,15000.0,200,4.0,3.8596
beta,0,0,3592.10526316,Bi-weight 6000.0 width,15000.0,200,4.0,3.8658
beta,0,0,4302.63157895,Bi-weight 6000.0 width,15000.0,200,4.0,3.8291
beta,0,0,5013.15789474,Bi-weight 6000.0 width,15000.0,200,4.0,3.655
beta,0,0,5723.68421053,Bi-weight 6000.0 width,15000.0,200,4.0,3.3949
beta,0,0,6434.21052632,Bi-weight 6000.0 width,15000.0,200,4.0,3.3029
beta,0,0,7144.73684211,Bi-weight 6000.0 width,15000.0,200,4.0,3.4562
beta,0,0,7855.26315789,Bi-weight 6000.0 width,15000.0,200,4.0,3.6782
beta,0,0,8565.78947368,Bi-weight 6000.0 width,15000.0,200,4.0,3.8549
beta,0,0,9276.31578947,Bi-weight 6000.0 width,15000.0,200,4.0,3.9392
beta,0,0,9986.84210526,Bi-weight 6000.0 width,15000.0,200,4.0,3.9044
beta,0,0,10697.36842105,Bi-weight 6000.0 width,15000.0,200,4.0,
beta,0,0,11407.89473684,Bi-weight 6000.0 width,15000.0,200,4.0,3.8041
beta,0,0,12118.42105263,Bi-weight 6000.0 width,15000.0,200,4.0,3.9193
beta,0,0,12828.94736842,Bi-weight 6000.0 width,15000.0,200,4.0,3.986
beta,0,0,13539.47368421,Bi-weight 6000.0 width,15000.0,200,4.0,3.9984
beta,0,0,14250.0,Bi-weight 6000.0 width,15000.0,200,4.0,
nu,0,0,750.0,Bi-weight 6000.0 width,15000.0,200,0.4978,0.4331
nu,0,0,1460.52631579,Bi-weight 6000.0 width,15000.0,200,0.4323,0.4317
nu,0,0,2171.05263158,Bi-weight 6000.0 width,15000.0,200,0.4,
nu,0,0,2881.57894737,Bi-weight 6000.0 width,15000.0,200,0.4322,0.4447
nu,0,0,3592.10526316,Bi-weight 6000.0 width,15000.0,200,0.4977,0.4518
nu,0,0,4302.63157895,Bi-weight 6000.0 width,15000.0,200,0.5332,0.4505
nu,0,0,5013.15789474,Bi-weight 6000.0 width,15000.0,200,0.5044,0.4391
nu,0,0,5723.68421053,Bi-weight 6000.0 width,15000.0,200,0.4391,0.4264
nu,0,0,6434.21052632,Bi-weight 6000.0 width,15000.0,200,0.4004,0.4256
nu,0,0,7144.73684211,Bi-weight 6000.0 width,15000.0,200,0.4259,0.4401
nu,0,0,7855.26315789,Bi-weight 6000.0 width,15000.0,200,0.4907,0.4606
nu,0,0,8565.78947368,Bi-weight 6000.0 width,15000.0,200,0.5323,0.4733
nu,0,0,9276.31578947,Bi-weight 6000.0 width,15000.0,200,0.5104,0.4699
nu,0,0,9986.84210526,Bi-weight 6000.0 width,15000.0,200,0.4462,0.4557
nu,0,0,10697.36842105,Bi-weight 6000.0 width,15000.0,200,0.4018,
nu,0,0,11407.89473684,Bi-weight 6000.0 width,15000.0,200,0.4201,0.4482
nu,0,0,12118.42105263,Bi-weight 6000.0 width,15000.0,200,0.4834,0.4605
nu,0,0,12828.94736842,Bi-weight 6000.0 width,15000.0,200,0.5306,0.4703
nu,0,0,13539.47368421,Bi-weight 6000.0 width,15000.0,200,0.5159,0.4726
nu,0,0,14250.0,Bi-weight 6000.0 width,15000.0,200,0.4537,
