parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,900.0,Bi-weight 7200.0 width,18000.0,200,0.8901,0.8512
alpha,0,0,1752.63157895,Bi-weight 7200.0 width,18000.0,200,0.6144,0.8259
alpha,0,0,2605.26315789,Bi-weight 7200.0 width,18000.0,200,0.48,
alpha,0,0,3457.89473684,Bi-weight 7200.0 width,18000.0,200,0.6174,0.8239
alpha,0,0,4310.52631579,Bi-weight 7200.0 width,18000.0,200,0.8933,0.8264
alpha,0,0,5163.15789474,Bi-weight 7200.0 width,18000.0,200,1.0397,0.8105
alpha,0,0,6015.78947368,Bi-weight 7200.0 width,18000.0,200,0.9146,0.757
alpha,0,0,6868.42105263,Bi-weight 7200.0 width,18000.0,200,0.6394,0.6762
alpha,0,0,7721.05263158,Bi-weight 7200.0 width,18000.0,200,0.4813,
alpha,0,0,8573.68421053,Bi-weight 7200.0 width,18000.0,200,0.5937,0.7148
alpha,0,0,9426.31578947,Bi-weight 7200.0 width,18000.0,200,0.8676,0.8189
alpha,0,0,10278.94736842,Bi-weight 7200.0 width,18000.0,200,1.037,0.8927
alpha,0,0,11131.57894737,Bi-weight 7200.0 width,18000.0,200,0.9375,0.9058
alpha,0,0,11984.21052632,Bi-weight 7200.0 width,18000.0,200,0.6657,0.8631
alpha,0,0,12836.84210526,Bi-weight 7200.0 width,18000.0,200,0.4854,0.8122
alpha,0,0,13689.47368421,Bi-weight 7200.0 width,18000.0,200,0.5717,0.8188
alpha,0,0,14542.10526316,Bi-weight 7200.0 width,18000.0,200,0.8407,0.8751
alpha,0,0,15394.73684211,Bi-weight 7200.0 width,18000.0,200,1.0314,0.9103
alpha,0,0,16247.36842105,Bi-weight 7200.0 width,18000.0,200,0.9586,0.9046
alpha,0,0,17100.0,Bi-weight 7200.0 width,18000.0,200,0.693,0.8646
beta,0,0,900.0,Bi-weight 7200.0 width,18000.0,200,4.0,3.7787
beta,0,0,1752.63157895,Bi-weight 7200.0 width,18000.0,200,4.0,3.9006
beta,0,0,2605.26315789,Bi-weight 7200.0 width,18000.0,200,4.0,
beta,0,0,3457.89473684,Bi-weight 7200.0 width,18000.0,200,4.0,4.0941
beta,0,0,4310.52631579,Bi-weight 7200.0 width,18000.0,200,4.0,4.0729
beta,0,0,5163.15789474,Bi-weight 7200.0 width,18000.0,200,4.0,3.9912
beta,0,0,6015.78947368,Bi-weight 7200.0 width,18000.0,200,4.0,3.8611
beta,0,0,6868.42105263,Bi-weight 7200.0 width,18000.0,200,4.0,3.6803
beta,0,0,7721.05263158,Bi-weight 7200.0 width,18000.0,200,4.0,
beta,0,0,8573.68421053,Bi-weight 7200.0 width,18000.0,200,4.0,3.7331
beta,0,0,9426.31578947,Bi-weight 7200.0 width,18000.0,200,4.0,3.9779
beta,0,0,10278.94736842,Bi-weight 7200.0 width,18000.0,200,4.0,4.2233
beta,0,0,11131.57894737,Bi-weight 7200.0 width,18000.0,200,4.0,4.4265
beta,0,0,11984.21052632,Bi-weight 7200.0 width,18000.0,200,4.0,4.5632
beta,0,0,12836.84210526,Bi-weight 7200.0 width,18000.0,200,4.0,4.6242
beta,0,0,13689.47368421,Bi-weight 7200.0 width,18000.0,200,4.0,4.5546
beta,0,0,14542.10526316,Bi-weight 7200.0 width,18000.0,200,4.0,4.4821
beta,0,0,15394.73684211,Bi-weight 7200.0 width,18000.0,200,4.0,4.3893
beta,0,0,16247.36842105,Bi-weight 7200.0 width,18000.0,200,4.0,4.2444
beta,0,0,17100.0,Bi-weight 7200.0 width,18000.0,200,4.0,4.088
nu,0,0,900.0,Bi-weight 7200.0 width,18000.0,200,0.4976,0.4379
nu,0,0,1752.63157895,Bi-weight 7200.0 width,18000.0,200,0.432,0.4355
nu,0,0,2605.26315789,Bi-weight 7200.0 width,18000.0,200,0.4,
nu,0,0,3457.89473684,Bi-weight 7200.0 width,18000.0,200,0.4327,0.4597
nu,0,0,4310.52631579,Bi-weight 7200.0 width,18000.0,200,0.4984,0.4767
nu,0,0,5163.15789474,Bi-weight 7200.0 width,18000.0,200,0.5333,0.4802
nu,0,0,6015.78947368,Bi-weight 7200.0 width,18000.0,200,0.5035,0.4666
nu,0,0,6868.42105263,Bi-weight 7200.0 width,18000.0,200,0.438,0.4445
nu,0,0,7721.05263158,Bi-weight 7200.0 width,18000.0,200,0.4003,
nu,0,0,8573.68421053,Bi-weight 7200.0 width,18000.0,200,0.4271,0.4341
nu,0,0,9426.31578947,Bi-weight 7200.0 width,18000.0,200,0.4923,0.4484
nu,0,0,10278.94736842,Bi-weight 7200.0 width,18000.0,200,0.5326,0.4602
nu,0,0,11131.57894737,Bi-weight 7200.0 width,18000.0,200,0.5089,0.4605
nu,0,0,11984.21052632,Bi-weight 7200.0 width,18000.0,200,0.4442,0.454
nu,0,0,12836.84210526,Bi-weight 7200.0 width,18000.0,200,0.4013,0.4518
nu,0,0,13689.47368421,Bi-weight 7200.0 width,18000.0,200,0.4218,0.4576
nu,0,0,14542.10526316,Bi-weight 7200.0 width,18000.0,200,0.4859,0.4685
nu,0,0,15394.73684211,Bi-weight 7200.0 width,18000.0,200,0.5313,0.4744
nu,0,0,16247.36842105,Bi-weight 7200.0 width,18000.0,200,0.514,0.4713
nu,0,0,17100.0,Bi-weight 7200.0 width,18000.0,200,0.4507,0.4605
